answer_id,question_id,answer_index,answer_pl,answer_en,answer_style,axis_primary_delta,axis_secondary_delta,hidden_parameter_delta,rarity_weight,comparison_insight_pl,comparison_insight_en,top_archetype,archetype_sum_check,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12
TO99Q0253_A2,TO99Q0253,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,30,10,6,6,12,10,1,4,10,4,5,2
TO99Q0253_A3,TO99Q0253,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,2,2,8,5,10,16,3,8,3,26,11,6
TO99Q0253_A4,TO99Q0253,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,23,5,13,8,4,2,4,5,5,5,14,12
TO99Q0254_A1,TO99Q0254,1,Szukam odpowiedzi przez relację z lider.,I look for the answer through my relationship with a leader.,relational,1,2,2,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,5,4,11,10,3,2,28,13,3,5,3,13
TO99Q0254_A2,TO99Q0254,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.26,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,6,8,4,13,14,5,3,5,30,3,5,4
TO99Q0254_A3,TO99Q0254,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,4,3,5,3,10,12,2,14,3,27,13,4
TO99Q0254_A4,TO99Q0254,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,10,13,29,5,4,4,5,4,3,4,7,12
TO99Q0255_A1,TO99Q0255,1,"Szukam odpowiedzi przez relację z ktoś, kto zna Twoją przeszłość.",I look for the answer through my relationship with someone who knows your past.,relational,1,2,2,1.29,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,6,5,12,12,2,4,26,5,13,2,2,11
TO99Q0255_A2,TO99Q0255,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.32,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,13,25,5,6,10,5,3,6,9,4,9,5
TO99Q0255_A3,TO99Q0255,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,4,3,7,3,2,29,2,10,2,9,13,16
TO99Q0255_A4,TO99Q0255,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,8,2,12,6,2,17,7,4,3,4,8,27
TO99Q0256_A1,TO99Q0256,1,Szukam odpowiedzi przez relację z współpracownik.,I look for the answer through my relationship with a coworker.,relational,1,2,2,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,3,5,21,14,6,10,14,2,2,4,5,14
TO99Q0256_A2,TO99Q0256,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,11,10,13,1,30,5,2,2,13,5,6,2
TO99Q0256_A3,TO99Q0256,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.25,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,11,4,5,5,3,27,6,14,2,13,8,2
TO99Q0256_A4,TO99Q0256,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,11,8,30,5,4,2,5,1,5,2,14,13
TO99Q0257_A1,TO99Q0257,1,Szukam odpowiedzi przez relację z mentor.,I look for the answer through my relationship with a mentor.,relational,1,2,2,1.08,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,5,9,26,3,5,9,10,6,5,4,15
TO99Q0257_A2,TO99Q0257,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,15,8,6,4,29,8,5,3,8,6,2,6
TO99Q0257_A3,TO99Q0257,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.14,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,4,2,6,3,2,11,3,30,6,8,12,13
TO99Q0257_A4,TO99Q0257,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,27,3,10,5,12,4,5,4,4,4,9,13
TO99Q0258_A1,TO99Q0258,1,Szukam odpowiedzi przez relację z najcichsza osoba w pokoju.,I look for the answer through my relationship with the quietest person in the room.,relational,1,2,2,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,3,12,23,13,5,9,6,5,3,5,13
TO99Q0258_A2,TO99Q0258,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,20,11,2,4,14,5,15,5,13,4,6,1
TO99Q0258_A3,TO99Q0258,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.33,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,5,2,3,14,6,15,2,13,4,23,11,2
TO99Q0258_A4,TO99Q0258,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,8,2,9,4,5,6,6,9,2,4,28,17
TO99Q0259_A1,TO99Q0259,1,Szukam odpowiedzi przez relację z przyjaciel.,I look for the answer through my relationship with a friend.,relational,1,2,2,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,6,7,29,4,4,16,2,8,4,5,12
TO99Q0259_A2,TO99Q0259,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,22,10,6,2,13,2,14,4,15,4,3,5
TO99Q0259_A3,TO99Q0259,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.4,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,4,6,5,5,9,11,5,14,4,12,22,3
TO99Q0259_A4,TO99Q0259,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.43,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,8,2,12,5,2,6,1,4,13,5,33,9
TO99Q0260_A1,TO99Q0260,1,"Szukam odpowiedzi przez relację z osoba, której nie umiesz odmówić.",I look for the answer through my relationship with someone you struggle to refuse.,relational,1,2,2,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,14,5,14,7,4,5,13,2,3,1,5,27
TO99Q0260_A2,TO99Q0260,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.06,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,13,12,4,14,8,5,2,2,27,4,3,6
TO99Q0260_A3,TO99Q0260,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.08,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,5,4,8,6,3,14,6,28,4,12,8,2
TO99Q0260_A4,TO99Q0260,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,13,3,14,2,4,3,3,2,5,8,12,31
TO99Q0261_A1,TO99Q0261,1,Szukam odpowiedzi przez relację z członek rodziny.,I look for the answer through my relationship with a family member.,relational,1,2,2,1.19,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,4,4,13,12,13,5,30,3,3,1,5,7
TO99Q0261_A2,TO99Q0261,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.22,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,15,13,2,1,11,3,2,3,30,2,3,15
TO99Q0261_A3,TO99Q0261,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.24,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,14,5,3,2,4,12,6,12,5,14,21,2
TO99Q0261_A4,TO99Q0261,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.27,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,20,5,13,4,3,4,3,10,5,5,14,14
TO99Q0262_A1,TO99Q0262,1,Szukam odpowiedzi przez relację z dawny partner.,I look for the answer through my relationship with a former partner.,relational,1,2,2,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,1,4,13,8,2,5,25,4,6,3,15,14
TO99Q0262_A2,TO99Q0262,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,12,15,3,4,12,3,5,3,20,3,6,14
TO99Q0262_A3,TO99Q0262,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,3,5,5,4,1,32,11,11,2,11,13,2
TO99Q0262_A4,TO99Q0262,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,7,2,12,4,3,5,5,5,3,14,31,9
TO99Q0263_A1,TO99Q0263,1,Szukam odpowiedzi przez relację z dziecko z pytaniem.,I look for the answer through my relationship with a child with a question.,relational,1,2,2,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,4,4,11,12,6,2,12,4,2,5,7,31
TO99Q0263_A2,TO99Q0263,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,32,8,2,5,13,9,6,3,10,4,5,3
TO99Q0263_A3,TO99Q0263,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.25,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,5,3,11,4,1,10,2,15,4,13,29,3
TO99Q0263_A4,TO99Q0263,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,15,2,9,5,5,4,4,8,5,6,27,10
