id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl;prompt_en;answer_options_en;next_hook_en;reward_en;profile_fragment_en;archetype_hint_en;card_path;theme_category;canon_version;safety_label;statistic_source_label;allowed_actions;reveal_template_id;sensitivity_level;controversy_level;content_contract_status
TO99-P115;premium;question;uncommon;45;shadow;2;3;6;What do you know about yourself but prefer not to think about?;choice;That I avoid depth in relationships | That I use humor to deflect | That I'm more afraid than I act | That I stay in comfort longer than I should;curiosity;"{""curiosity"": 3, ""security"": -2}";uncomfortable_truth;Awareness is uncomfortable and useful.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you know about yourself but prefer not to think about?;That I avoid depth in relationships | That I use humor to deflect | That I'm more afraid than I act | That I stay in comfort longer than I should;The next question goes deeper.;Awareness is uncomfortable and useful.;You have accurate self-knowledge that you tend to set aside.;The Observer;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P116;premium;secret;rare;55;shadow;3;4;7;What need do you find hardest to express directly?;choice;Love | Reassurance | Respect | Space;connection;"{""connection"": -3, ""emotion"": 3}";unexpressed_need;What's unexpressed still shapes behavior.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What need do you find hardest to express directly?;Love | Reassurance | Respect | Space;The next question goes deeper.;What's unexpressed still shapes behavior.;Some needs get acted out because they can't be spoken.;The Mirror;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P117;premium;secret;uncommon;46;shadow;2;3;6;What aspect of your childhood home do you still carry without knowing it?;choice;The silence | The need to perform | The fear of conflict | The sense of not being enough;security;"{""security"": -3, ""emotion"": 3}";origin_pattern;Origins echo longer than we expect.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What aspect of your childhood home do you still carry without knowing it?;The silence | The need to perform | The fear of conflict | The sense of not being enough;The next question goes deeper.;Origins echo longer than we expect.;You contain patterns older than your current life.;The Anchor;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P118;premium;question;rare;58;shadow;3;4;7;What do you want but feel guilty for wanting?;choice;More time alone | More recognition | More freedom | More certainty;emotion;"{""emotion"": 3, ""independence"": 3}";guilt_desire;Desire and guilt are not opposites.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you want but feel guilty for wanting?;More time alone | More recognition | More freedom | More certainty;The next question goes deeper.;Desire and guilt are not opposites.;You've absorbed rules about which wants are acceptable.;The Rebel;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P119;premium;secret;epic;72;shadow;4;5;9;What wound do you keep reopening without realizing it?;choice;Being misunderstood | Being excluded | Being underestimated | Being abandoned;emotion;"{""emotion"": 5, ""connection"": -3}";recurring_wound;A pattern surfaced.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What wound do you keep reopening without realizing it?;Being misunderstood | Being excluded | Being underestimated | Being abandoned;The next question goes deeper.;A pattern surfaced.;Some pain is so old it disguises itself as just the way things are.;The Seeker;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;7;5;migrated_needs_editorial_review
TO99-P120;premium;secret;rare;62;shadow;3;4;7;What is the part of your personality that you most want people to see — but never show directly?;choice;How deeply I care | How hard I try | How afraid I sometimes am | How uncertain I am;emotion;"{""emotion"": 4, ""connection"": -3}";unseen_self;Something true just got closer to visible.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the part of your personality that you most want people to see — but never show directly?;How deeply I care | How hard I try | How afraid I sometimes am | How uncertain I am;The next question goes deeper.;Something true just got closer to visible.;Your need to be seen lives just beneath the surface.;The Mirror;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P121;premium;secret;rare;54;shadow;3;4;7;What secret have you kept for so long it almost feels like part of your identity?;choice;Something about my past | Something about my feelings | Something about what I want | Something about a choice I made;security;"{""security"": -4, ""emotion"": 3}";identity_secret;Some secrets become load-bearing.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What secret have you kept for so long it almost feels like part of your identity?;Something about my past | Something about my feelings | Something about what I want | Something about a choice I made;The next question goes deeper.;Some secrets become load-bearing.;Kept secrets can shape identity as much as shared ones.;The Observer;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P122;premium;question;uncommon;43;shadow;2;3;5;What conversation are you avoiding that would actually help?;choice;With a parent | With a partner | With myself | With a friend I've drifted from;connection;"{""connection"": -3, ""security"": -2}";avoidance_signal;Avoidance has a cost that grows over time.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What conversation are you avoiding that would actually help?;With a parent | With a partner | With myself | With a friend I've drifted from;The next question goes deeper.;Avoidance has a cost that grows over time.;You know the conversation you're not having.;The Guardian;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P123;premium;secret;rare;57;shadow;3;4;7;What lie do you tell yourself most consistently?;choice;That I'm fine | That I don't care | That it doesn't matter | That there's still time;security;"{""security"": -4, ""curiosity"": 2}";self_deception;One layer just became more honest.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What lie do you tell yourself most consistently?;That I'm fine | That I don't care | That it doesn't matter | That there's still time;The next question goes deeper.;One layer just became more honest.;Self-deception is almost universal. Recognizing it is rare.;The Mirror;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P124;premium;secret;epic;74;shadow;4;5;9;What is the thing you're most afraid people would leave you for, if they knew?;choice;A feeling I have | Something I've done | Something I think | A part of who I am;security;"{""security"": -5, ""connection"": -3}";abandonment_fear;The deepest fears are usually the most human.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the thing you're most afraid people would leave you for, if they knew?;A feeling I have | Something I've done | Something I think | A part of who I am;The next question goes deeper.;The deepest fears are usually the most human.;Fear of conditional acceptance shapes behavior silently.;The Guardian;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_epic;7;5;migrated_needs_editorial_review
TO99-P125;premium;secret;rare;60;shadow;3;4;7;What version of yourself have you abandoned that you miss?;choice;The curious one | The playful one | The trusting one | The bold one;change;"{""change"": -3, ""emotion"": 4}";lost_self;Something was left behind that still has value.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What version of yourself have you abandoned that you miss?;The curious one | The playful one | The trusting one | The bold one;The next question goes deeper.;Something was left behind that still has value.;Growing up sometimes means leaving behind good parts of yourself.;The Alchemist;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P126;premium;secret;rare;55;shadow;3;4;6;What pattern in your relationships did you inherit rather than choose?;choice;Keeping distance | Over-giving | Avoiding conflict | Needing to be needed;connection;"{""connection"": -3, ""security"": -2}";inherited_pattern;Not all of your relationship style is yours originally.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What pattern in your relationships did you inherit rather than choose?;Keeping distance | Over-giving | Avoiding conflict | Needing to be needed;The next question goes deeper.;Not all of your relationship style is yours originally.;Some of how you connect was handed to you before you had words.;The Anchor;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P127;premium;question;uncommon;44;shadow;2;3;6;What do you pretend to have resolved that you actually haven't?;choice;A past hurt | A relationship rupture | A regret | An old ambition;emotion;"{""emotion"": -3, ""security"": -2}";unresolved_signal;Resolution and suppression feel similar from outside.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you pretend to have resolved that you actually haven't?;A past hurt | A relationship rupture | A regret | An old ambition;The next question goes deeper.;Resolution and suppression feel similar from outside.;Naming what isn't finished is already progress.;The Observer;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P128;premium;secret;rare;58;shadow;3;4;7;What emotion are you most fluent at expressing — and most afraid to?;choice;Anger — because it's all I have | Love — because it makes me vulnerable | Sadness — because I was taught it's weak | Joy — because I'm afraid to lose it;emotion;"{""emotion"": 4, ""security"": -3}";emotional_fluency;Fluency and courage are different things.;none;low;0.7;premium shadow question;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What emotion are you most fluent at expressing — and most afraid to?;Anger — because it's all I have | Love — because it makes me vulnerable | Sadness — because I was taught it's weak | Joy — because I'm afraid to lose it;The next question goes deeper.;Fluency and courage are different things.;Your emotional range has peaks and valleys.;The Mirror;Shadow Question;Shadow Question;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
